Home Ownership,Annual Income,Years in current job,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Bankruptcies,Purpose,Term,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Score,Annual Income_nan,Years in current job_nan,Bankruptcies_nan,Credit Score_nan,Term_Long Term,Term_Short Term,Credit Default
Rent,0.6193528186793678,4 years,7.253211725175639,1.3993951557462996,-0.32911659052926173,-1.1340500041785542,3.6705373322392743,-0.3370990397177327,debt consolidation,Long Term,-0.35540569481798395,-0.4116443507482732,-0.6142439082960807,-0.25924509933251877,0,0,0,0,1,0,1
Rent,-0.704691396538106,1 year,-0.11095342154390785,-0.6378469087937149,-1.1812106342446274,-0.6311524240354925,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.367077605112656,-0.4592862917147637,-0.4420147243197348,4.356796267212772,0,0,0,0,0,1,1
Rent,-0.40875006908465633,1 year,-0.11095342154390785,-0.8415711152477163,-1.152807499454115,-0.8914114818372768,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3671630580781481,-0.6915781142941642,-0.8964851124170058,-0.2265565436254781,1,0,0,1,0,1,0
Rent,-0.43914671273048,10+ years,-0.11095342154390785,-0.026674289431710546,-0.32911659052926173,0.7558461502132555,1.6647792271904904,2.545731972691612,debt consolidation,Short Term,-0.36946890987279724,-0.6754982120106184,-1.380303219302846,-0.2237745388844534,0,1,0,0,0,1,0
Rent,-0.5025574201898424,2 years,-0.11095342154390785,0.3807741234762923,2.198762405826322,-0.6779405692582853,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3598023877199151,-0.1709838057908192,0.17596438274242143,-0.22586104244022193,0,0,0,0,0,1,1
Home Mortgage,-0.40875006908465633,< 1 year,-0.11095342154390785,-0.8415711152477163,-1.1954122016398834,-0.8940358169058629,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36850687487419287,-0.6292311325776653,-0.7105044259225876,-0.2265565436254781,1,0,0,1,0,1,0
Rent,-0.6077480797602801,3 years,-0.11095342154390785,-1.2490195281557193,-1.8344827344264074,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,other,Short Term,-0.3698541373543301,-0.828526278352169,-1.4672563175421207,-0.23142505192227142,0,0,0,0,0,1,0
Rent,-1.2944504841391231,1 year,-0.11095342154390785,-0.6378469087937149,1.020032312020067,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3712241413494773,-0.8921883450137905,-1.2821141372988045,-0.2578540969620064,0,0,0,0,0,1,0
Rent,-0.7656328396883032,1 year,-0.11095342154390785,-1.4527437346097205,-1.4936451169402611,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3642714399877871,-0.5277902620379734,-1.1778039596617187,3.911675508648815,0,0,0,0,1,0,1
Home Mortgage,1.2244954229264842,8 years,-0.11095342154390785,0.5844983299302937,0.7075978293244332,0.8342762782630009,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3553505638725052,1.05497424600561,0.45543851623471,-0.27245962185238626,0,0,1,0,0,1,0
Home Mortgage,-0.19054118208372733,10+ years,-0.11095342154390785,-0.23039849588571198,-0.47113226448182266,1.2833374989990671,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3557626676899589,1.21350175848131,0.2287064259367357,-0.2529855886652131,0,0,0,0,1,0,1
Home Mortgage,-0.5664619805110379,10+ years,-0.11095342154390785,-0.4341227023397134,-0.30071345573874964,0.8264782540592022,5.676295437288058,8.3113939975103,debt consolidation,Short Term,-0.36500743810992853,0.19006678823377643,-0.3504498416993991,-0.22238353651394102,0,1,0,0,0,1,0
Rent,0.48188887458814084,10+ years,-0.11095342154390785,2.4180161880163067,2.1561577036405546,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.35341960250711163,1.2634152098075577,0.476233471262039,-0.26828661474084914,0,0,0,0,1,0,0
Home Mortgage,-0.28215088795375637,10+ years,-0.11095342154390785,-0.23039849588571198,2.198762405826322,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.36420252630593863,1.2601872740331657,-0.47706428561579745,-0.24533507562739507,0,0,0,0,1,0,1
Home Mortgage,0.3566230961841901,10+ years,-0.11095342154390785,-0.6378469087937149,0.22474453788572568,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3569383351022935,-0.5988646256630139,-0.5196604031717779,-0.23838006377483326,0,0,0,0,1,0,1
Home Mortgage,0.5866103739398372,10+ years,-0.11095342154390785,-1.0452953217017178,0.3099539422572624,-0.5345019125095635,-0.3409788778582933,-0.3370990397177327,business loan,Long Term,-0.35296959616464124,-0.20918104578779217,-0.3667168629707774,-0.23003404955175905,0,0,0,0,1,0,1
Home Mortgage,0.5285332773882715,10+ years,-0.11095342154390785,1.603119362200301,-1.1812106342446274,1.4107302213284336,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3671506536154154,1.0118753257586341,1.524030882639068,4.363751279065334,0,0,0,0,0,1,1
Own Home,-0.8194874942711963,3 years,-0.11095342154390785,-0.6378469087937149,-1.4226372799639808,-0.7995597544367623,-0.3409788778582933,-0.3370990397177327,other,Short Term,-0.3642521441568695,-0.6333557171782774,-1.0014660950549732,-0.22794754599599049,0,0,0,0,0,1,1
Home Mortgage,-0.40875006908465633,10+ years,3.5711291518158657,-0.026674289431710546,0.8070088010912256,-0.12735507186891573,1.6647792271904904,-0.3370990397177327,debt consolidation,Long Term,-0.3589623299381825,0.42857537600830237,0.16489610022787535,-0.2265565436254781,1,1,0,1,1,0,1
Home Mortgage,0.45223301023506673,3 years,-0.11095342154390785,-0.4341227023397134,1.5880950078303107,-0.9289019828170786,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36704521568218723,-0.456715898412933,0.1976816946459626,-0.22099253414342865,0,0,0,0,0,1,0
Rent,-0.40875006908465633,3 years,-0.11095342154390785,-1.2490195281557193,-0.7125589102011761,-0.7898872051839735,1.6647792271904904,2.545731972691612,other,Short Term,-0.36773297422703477,-0.6471641091020658,-0.6804859021331368,-0.2265565436254781,1,0,0,1,0,1,0
Home Mortgage,0.824770916558821,10+ years,-0.11095342154390785,1.603119362200301,0.40936491402405495,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3684751745805426,-0.5632377789678716,0.9311231124848609,-0.22516554125496577,0,1,0,0,0,1,0
Home Mortgage,0.5414722223682972,2 years,-0.11095342154390785,1.1956709492922981,0.721799396719689,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,2.76051988315993,1.1458346603959055,1.7203251960220407,-0.2265565436254781,0,0,0,0,0,1,0
Rent,2.0826141556475757,3 years,-0.11095342154390785,-1.4527437346097205,2.198762405826322,0.7666434144954384,-0.3409788778582933,-0.3370990397177327,other,Short Term,-0.3579610141409245,-0.14103573499507047,-1.0132890331955111,-0.2230790376991972,0,0,0,0,0,1,0
Home Mortgage,0.020383375205164346,10+ years,-0.11095342154390785,-1.0452953217017178,1.162047985972628,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.35845167955568547,0.5560190625083749,-0.0708080069568901,-0.23212055310752758,0,0,0,0,1,0,1
Home Mortgage,-0.40875006908465633,10+ years,-0.11095342154390785,-1.0452953217017178,-1.0391949602920663,-0.5621699022326573,1.6647792271904904,2.545731972691612,debt consolidation,Long Term,-0.3599967243027277,-0.36328509072080667,-1.0681273420175803,-0.2265565436254781,1,0,0,1,1,0,1
Own Home,-0.3623279000723505,10+ years,-0.11095342154390785,-0.6378469087937149,-1.1386059320588588,-0.5803153047068813,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.35517001002606224,-0.08962786895845586,0.23432441781911895,-0.2745461254081548,0,0,0,0,1,0,1
Home Mortgage,-1.0116950280966157,2 years,-0.11095342154390785,-1.2490195281557193,-0.7551636123869445,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3659274357626054,-0.6111188262880208,-0.6278277095639327,-0.23003404955175905,0,0,0,0,0,1,0
Rent,2.0859476624649487,10+ years,-0.11095342154390785,0.1770499170222909,-0.30071345573874964,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36245556447108046,1.344053827578945,0.9473901337562393,-0.2265565436254781,0,0,0,0,0,1,0
Home Mortgage,2.051131035705719,1 year,-0.11095342154390785,0.5844983299302937,0.21054297049046988,1.0517961649478111,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36361469259977136,0.34273619504483893,1.9643305150927157,-0.22168803532868483,0,0,0,0,0,1,0
Rent,-0.30583113267865064,10+ years,-0.11095342154390785,-0.026674289431710546,-0.5279385340628471,0.44977370021415347,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3647283376984423,0.09514156583128341,-0.20941309026404673,-0.22794754599599049,0,0,0,0,0,1,0
Rent,-0.8560079134037496,1 year,-0.11095342154390785,-0.026674289431710546,0.2957523748620061,-1.050821092003394,1.6647792271904904,2.545731972691612,medical bills,Short Term,-0.36812164739266,-0.8760486661418301,-1.477989197556226,-0.22447004006970958,0,0,0,0,0,1,0
Rent,-0.3266223381618217,7 years,-0.11095342154390785,0.1770499170222909,-0.030883675228883585,-0.5854140128401344,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.36511011949588273,-0.49060922404404983,-0.6697530221190315,4.217696030161536,0,0,0,0,1,0,1
Home Mortgage,-0.2352348660796175,5 years,-0.11095342154390785,1.1956709492922981,-0.47113226448182266,-0.32133092393841034,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.36221161003733693,-0.03893732198281726,-0.001966643741417871,-0.27315512303764244,0,0,0,0,1,0,1
Have Mortgage,-0.22269100338905828,2 years,-0.11095342154390785,0.1770499170222909,0.5229774531861038,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,take a trip,Short Term,-0.37023867569904445,-0.8968509189101346,-0.5716477907401003,-0.22586104244022193,0,0,0,0,0,1,0
Own Home,-1.1200463459827847,10+ years,-0.11095342154390785,0.1770499170222909,2.6532125624745175,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3670700246076527,0.35164290671862447,-0.6448493864613029,-0.2404665673306018,0,0,0,0,0,1,0
Rent,1.0102867441064027,2 years,-0.11095342154390785,-0.026674289431710546,0.08272886393316475,-0.8707917062983858,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3678418578443553,-0.671792063528909,-0.7982121797878542,-0.2230790376991972,0,0,0,0,0,1,0
Home Mortgage,-0.15006994005650964,10+ years,-0.11095342154390785,-0.4341227023397134,-0.47113226448182266,0.43740183489081885,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3604839440333963,0.1981964042581713,-0.5313994906872055,-0.23698906140432088,0,0,0,0,1,0,0
Home Mortgage,1.0656970352040698,4 years,-0.11095342154390785,-1.2490195281557193,-0.25810875355298124,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36692530587577094,-0.616678049010585,0.7724777297763671,4.42634638573839,0,0,0,0,0,1,1
Home Mortgage,-0.40875006908465633,10+ years,-0.11095342154390785,-1.0452953217017178,0.8354119358817378,-0.7523967042041717,1.6647792271904904,2.545731972691612,debt consolidation,Short Term,-0.3680596250789964,-0.24839448778781448,-0.854140546736356,-0.2265565436254781,1,1,0,1,0,1,0
Home Mortgage,1.2621270109981617,1 year,-0.11095342154390785,0.7882225363842952,-0.6131479384343835,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,other,Short Term,-0.3541976379751806,-0.3299895309738365,-0.5145455150400557,-0.22238353651394102,0,0,0,0,0,1,0
Own Home,-0.40875006908465633,9 years,-0.11095342154390785,0.1770499170222909,0.22474453788572568,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3658454284812057,0.75776504840788,-0.35724174233332506,-0.2265565436254781,1,0,0,1,0,1,1
Rent,-0.9752980721795206,10+ years,-0.11095342154390785,-0.6378469087937149,-0.826171449363225,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36749660029829456,-0.7407144699710214,-0.5700546288630065,-0.22447004006970958,0,1,0,0,0,1,0
Home Mortgage,0.1564151459970754,10+ years,-0.11095342154390785,-0.4341227023397134,1.4886840360635183,-0.6051340163555101,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.35283590362185524,-0.20111120635181196,-0.0637645544476335,-0.23420705666329614,0,0,0,0,1,0,0
Rent,-0.40875006908465633,10+ years,-0.11095342154390785,-1.4527437346097205,-0.9113808537347615,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3687584098129397,-0.831036895065585,-1.0253635232113796,-0.2265565436254781,1,1,0,1,0,1,1
Rent,-0.8100549046101851,10+ years,-0.11095342154390785,0.1770499170222909,1.19045112076314,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,other,Short Term,-0.3702083536790311,0.2934205096027377,-0.9540066412426014,-0.22933854836650286,0,1,0,0,0,1,0
Home Mortgage,-0.42726955140339534,4 years,-0.11095342154390785,0.9919467428382966,-0.32911659052926173,0.8626940780056906,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,2.76051988315993,0.6794577175846647,0.46675835062458665,-0.3002796692626336,0,0,0,0,1,0,0
Rent,-0.028829062476498156,3 years,-0.11095342154390785,0.7882225363842952,-0.6983573428059201,0.47609203190197436,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3571340499587431,0.5532095628528855,1.4444566394094907,-0.22516554125496577,0,0,0,0,0,1,1
Rent,-0.620094401306106,5 years,-0.11095342154390785,-1.0452953217017178,-0.8971792863395054,-0.42083071353880436,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36355887251747415,-0.3950264591689955,-1.2458906672511991,-0.23003404955175905,0,0,0,0,0,1,0
Rent,0.47803682226584315,7 years,-0.11095342154390785,0.9919467428382966,-0.49953539927233476,1.0623684862241152,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3472504497080383,1.2372928406703478,2.180916679752356,4.155100923488479,0,0,0,0,0,1,1
Rent,0.31773218331483816,10+ years,-0.11095342154390785,-0.026674289431710546,1.2898620925299327,-0.38716424365894236,3.6705373322392743,5.428562985100957,debt consolidation,Short Term,-0.36349891761426595,-0.1244776200042074,0.9955203925694927,-0.22794754599599049,0,1,0,0,0,1,0
Rent,-0.40875006908465633,7 years,-0.11095342154390785,0.9919467428382966,-1.152807499454115,0.4053849470540681,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36389448214807607,-0.2757123886933178,-0.9982797713007857,-0.2265565436254781,1,0,0,1,0,1,1
Home Mortgage,0.295459419246168,10+ years,-0.11095342154390785,-0.026674289431710546,-0.28651188834349334,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,2.76051988315993,1.160181041615426,-0.08891974198069277,-0.2230790376991972,0,0,0,0,0,1,0
Rent,0.900626716136376,2 years,-0.11095342154390785,-0.8415711152477163,0.054325729142652664,0.1664204938088113,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3512357279293342,0.3677228090021702,-0.3946391211324732,-0.23142505192227142,0,0,0,0,0,1,0
Rent,-0.9670013441007255,5 years,-0.11095342154390785,-0.23039849588571198,0.8354119358817378,-0.6951112187070345,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3668846468034803,-0.4088348510927838,-0.5623403713528684,-0.23698906140432088,0,0,0,0,0,1,1
Home Mortgage,-0.40875006908465633,6 years,-0.11095342154390785,1.603119362200301,-0.30071345573874964,1.225827070496051,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3597665526053539,0.7061180760176067,0.006586120019822284,-0.2265565436254781,1,0,0,1,0,1,0
Rent,0.6728864689020694,< 1 year,-0.11095342154390785,-0.6378469087937149,-1.2522184712209077,-1.0517208640269093,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3662451278359267,-0.41929575406535075,0.07584673636084549,-0.22238353651394102,0,0,0,0,0,1,0
Home Mortgage,-0.41645417372925175,10+ years,-0.11095342154390785,-0.026674289431710546,1.6591028448065912,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36138740240242945,5.686703422727757,0.2323958534415844,-0.22099253414342865,0,0,0,0,0,1,1
Home Mortgage,0.8053871917318741,6 years,-0.11095342154390785,0.5844983299302937,-0.14449621439093244,-0.2524983641394942,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.35479511959680665,-0.5603087261355529,1.7366760679185291,-0.23142505192227142,0,0,0,0,1,0,0
Home Mortgage,-0.40875006908465633,1 year,-0.11095342154390785,0.5844983299302937,0.2957523748620061,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3542610385624812,3.099692229317749,3.5769457372120357,-0.2265565436254781,1,0,0,1,0,1,1
Home Mortgage,1.31605574351033,10+ years,-0.11095342154390785,0.9919467428382966,1.0768385816010912,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3524837547076096,1.4843494805881714,0.10125347576923537,-0.22238353651394102,0,0,0,0,0,1,0
Rent,-1.3229951795530728,10+ years,-0.11095342154390785,-0.23039849588571198,0.43776804881456705,-1.1629176899330016,5.676295437288058,2.545731972691612,other,Short Term,2.76051988315993,-0.766896615696646,-1.2289528409789392,-0.27385062422289863,0,1,0,0,0,1,0
Home Mortgage,0.6248098928026228,10+ years,-0.11095342154390785,0.5844983299302937,2.5396000233124694,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,other,Short Term,-0.36518247886182365,2.3990508365094234,2.052709073958864,-0.25507209222098165,0,0,0,0,0,1,0
Rent,-0.5815244927969456,2 years,-0.11095342154390785,-0.4341227023397134,-0.6841557754106641,-0.9720910399458103,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3614694096838291,-0.5355014419434656,-0.39581302988401595,-0.23490255784855232,0,0,0,0,0,1,0
Rent,-0.8385996000241349,6 years,-0.11095342154390785,-1.0452953217017178,-0.34331815792451775,-1.159993430856577,1.6647792271904904,2.545731972691612,buy a car,Short Term,-0.36390481920035334,-0.8588330086784057,-0.48243072562285005,4.322021207949963,0,0,0,0,0,1,1
Home Mortgage,-0.40875006908465633,9 years,-0.11095342154390785,-0.23039849588571198,-0.7125589102011761,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3618353413344444,-0.5762092986538546,-0.3906981417522939,-0.2265565436254781,1,0,0,1,0,1,0
Home Mortgage,-0.4279609454099616,4 years,-0.11095342154390785,-0.6378469087937149,-1.1812106342446274,-0.9160052504800268,1.6647792271904904,2.545731972691612,debt consolidation,Short Term,-0.3649247416917104,-0.4019007668366823,0.2921813491451553,-0.24394407325688272,0,0,0,0,0,1,0
Home Mortgage,0.0915969578814888,10+ years,-0.11095342154390785,-0.026674289431710546,-0.07348837741465196,-0.8899118617980847,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3563401643438489,-0.43860359212328853,0.09219760825733403,-0.26689561237033677,0,0,0,0,1,0,0
Rent,-0.40875006908465633,10+ years,-0.11095342154390785,-0.4341227023397134,0.5655821553718722,0.11093455235870461,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.36117928308324715,0.06310131444102128,-0.6923926908987849,-0.2265565436254781,1,1,0,1,1,0,1
Rent,-0.40875006908465633,3 years,-0.11095342154390785,-1.4527437346097205,-0.6983573428059201,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.36170509447575083,-0.49622822335502864,-0.7079050565441714,-0.2265565436254781,1,0,0,1,1,0,1
Home Mortgage,-0.5993772737522101,1 year,-0.11095342154390785,-0.026674289431710546,-1.1102027972683468,0.4712932477765597,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3635919510847614,-0.3356085302848153,-0.6330264483207649,-0.22168803532868483,0,0,0,0,0,1,0
Rent,-0.28207681002448143,9 years,-0.11095342154390785,-0.4341227023397134,-1.465241982149749,-1.079013948740205,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.37037236824183045,-0.672868042120373,-0.77523710850766,-0.22933854836650286,0,0,0,0,0,1,0
Home Mortgage,1.1135760701587831,10+ years,-0.11095342154390785,-0.8415711152477163,1.0910401489963475,-1.0233030642842196,-0.3409788778582933,-0.3370990397177327,business loan,Short Term,-0.3572298399765124,-0.28228781341893133,0.8428284042438229,-0.24742157918316363,0,0,0,0,0,1,0
Own Home,1.1439974064476985,10+ years,-0.11095342154390785,0.1770499170222909,0.5087758857908475,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3514424689748796,2.074284631652531,1.0957218895761789,4.391571326475582,0,0,0,0,0,1,1
Rent,1.7948460930574628,2 years,-0.11095342154390785,2.0105677751083038,0.48037275100033544,-0.7107822481165916,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3545208431430498,-0.17941230475728742,3.250263701782706,-0.23698906140432088,0,0,0,0,1,0,0
Rent,-0.003296869519729953,8 years,-0.11095342154390785,-0.4341227023397134,-1.0960012298730908,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,other,Short Term,-0.3662864760450358,-0.9118548426022163,2.028140840801576,-0.25576759340623784,0,0,0,0,0,1,0
Home Mortgage,-0.6280701250247097,1 year,-0.11095342154390785,-0.23039849588571198,-0.4853338318770787,0.26217123331122516,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3650053706994731,0.7064767355480946,-0.6181010370511498,-0.22933854836650286,0,0,0,0,0,1,0
Rent,-0.7324459273731229,10+ years,-0.11095342154390785,-0.4341227023397134,-0.6131479384343835,-0.16941941396825339,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.36096978549042785,0.1822360551514549,0.1456104564525299,-0.24324857207162653,0,0,0,0,1,0,0
Home Mortgage,0.894033780430905,2 years,-0.11095342154390785,-1.0452953217017178,-0.513736966667591,-1.0093565979197334,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.35842549235658305,-0.5826651702026387,0.517404128191146,3.5778349397258467,0,0,0,0,1,0,1
Rent,-0.40875006908465633,7 years,-0.11095342154390785,-1.0452953217017178,0.45196961620982334,-0.5685432873992236,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3551555381528741,-0.15257261655910143,-1.0581491176294668,-0.2265565436254781,1,0,0,1,1,0,1
Home Mortgage,-0.40875006908465633,2 years,-0.11095342154390785,3.4366372202863142,-0.6273495058296397,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3538806350386777,1.3724477070759125,-0.20748452588651217,-0.2265565436254781,1,0,0,1,0,1,1
Home Mortgage,-0.317658908719552,10+ years,-0.11095342154390785,-0.6378469087937149,1.8863279231306889,-0.23525273368878538,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3650646364658628,0.16848743981608125,-0.11189481326088692,4.245516077571783,0,0,0,0,1,0,1
Home Mortgage,0.43082448867460443,5 years,-0.11095342154390785,-0.23039849588571198,-0.2013024839719571,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,other,Short Term,2.76051988315993,-0.12244521599810868,-0.8516250279830501,-0.22168803532868483,0,0,0,0,0,1,0
Rent,0.4799134631408087,10+ years,-0.11095342154390785,-0.6378469087937149,-0.1871009165767008,0.19888726765731968,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36169889224438445,-0.16542458306825508,-0.6772995783789493,-0.23698906140432088,0,0,0,0,0,1,0
Rent,-0.5164840708935342,5 years,-0.11095342154390785,-1.0452953217017178,-1.3800325777782125,-1.1300010300727357,-0.3409788778582933,-0.3370990397177327,business loan,Short Term,-0.3644926529065206,-0.655951267599022,-1.3287350848600743,-0.2522900874799569,0,0,0,0,0,1,0
Rent,-0.5439669826545429,2 years,-0.11095342154390785,-0.8415711152477163,-0.25810875355298124,-0.7433989839690193,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.37017596424856236,-0.5702914164008025,-0.06619622257582923,-0.23351155547803995,0,0,0,0,0,1,1
Rent,0.47299952307514614,3 years,-0.11095342154390785,-0.8415711152477163,-0.08768994480990826,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,other,Short Term,-0.3677012739333845,-0.606217146038018,-0.09629859699039016,-0.2529855886652131,0,0,0,0,0,1,0
Rent,-0.7037036908144398,10+ years,-0.11095342154390785,-0.6378469087937149,-0.8971792863395054,-1.1629176899330016,1.6647792271904904,2.545731972691612,debt consolidation,Short Term,-0.36653387616287175,-0.6161998363032676,-0.3942198680069222,-0.23420705666329614,0,0,0,0,0,1,1
Home Mortgage,0.0312728308085829,5 years,-0.11095342154390785,0.1770499170222909,-0.6415510732248957,0.25182385504079985,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36771298925929874,0.17643772607523212,-0.24689431968830505,-0.22168803532868483,0,0,0,0,0,1,0
Home Mortgage,-0.40875006908465633,10+ years,-0.11095342154390785,1.603119362200301,0.02592259435214058,1.236624334778234,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36132538008876586,0.575625783508386,2.569145074012571,-0.2265565436254781,1,0,0,1,0,1,0
Home Mortgage,-0.3833907246295297,8 years,-0.11095342154390785,-0.026674289431710546,-0.6131479384343835,-0.7194050633419461,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.35950330234069283,-0.0566909687419737,-0.4576109405902316,-0.22516554125496577,0,0,0,0,0,1,1
Rent,-0.40875006908465633,10+ years,-0.11095342154390785,-1.4527437346097205,1.4176761990872377,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,other,Short Term,-0.3551052311651247,-0.9075509282363602,-1.5321567013774138,-0.2265565436254781,1,0,0,1,0,1,0
Rent,-1.0730315535362793,10+ years,-0.11095342154390785,-1.4527437346097205,3.7183301171187244,-0.6055839023672678,1.6647792271904904,2.545731972691612,debt consolidation,Short Term,-0.369834152386594,-0.6602551819648781,-0.5428031757021924,-0.22586104244022193,0,1,0,0,0,1,1
Rent,-0.6871102346568497,3 years,-0.11095342154390785,0.5844983299302937,-1.2380169038256517,-0.6670683239741427,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,2.76051988315993,-0.4456572295562194,-0.955096699369034,-0.23351155547803995,0,0,0,0,0,1,0
Home Mortgage,-0.5405593979078949,3 years,-0.11095342154390785,0.7882225363842952,-0.35751972531977383,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,buy a car,Short Term,-0.36747110223601065,-0.5851160103276402,-0.09210606573488028,-0.21960153177291628,0,0,0,0,0,1,0
Own Home,2.000758043798749,2 years,-0.11095342154390785,-1.0452953217017178,2.5964062928934935,0.9774899920058439,-0.3409788778582933,-0.3370990397177327,home improvements,Short Term,-0.36645807111283846,-0.7848295922210465,0.29914095102930166,-0.2189060305876601,0,0,0,0,0,1,0
Home Mortgage,-0.40875006908465633,1 year,-0.11095342154390785,-0.23039849588571198,0.5229774531861038,1.0805888697002988,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3555469678657733,0.6278107451943914,1.0724952664206542,-0.2265565436254781,1,0,0,1,0,1,0
